date,2008 financial crisis,blizzard,China unemployment rate,climate change,cold wave,cold,cyclone,damp,drought,dry,Ebola outbreak,Ebola virus,Ebola,economic crisis,economic recession,financial crisis,Flood,forest fire,frost,global warming,gust,hail,heat wave,heavy rain,high temperature,terrorist attack,Libyan crisis,Middle East war,mountain fire,natural disasters,oil crisis,oil stocks,pest,pests and diseases,rain,rainfall,snow,storm,strong wind,Syria war,terrorism,terrorist attack,tornado,typhoon,Unemployment benefits,unemployment rate,unemployment
2011/10/30,48,60,63,42,0,84,32,79,27,90,0,0,22,27,21,51,13,6,78,59,33,44,52,50,37,2,0,0,71,21,0,0,35,0,45,9,16,34,18,0,47,2,3,10,62,35,90
2011/10/31,76,44,0,79,0,77,41,63,37,91,51,13,70,16,42,81,17,4,93,78,19,27,21,28,44,2,0,17,57,23,25,16,62,0,38,18,11,31,0,0,33,2,4,8,58,34,79
2011/11/1,39,48,51,86,39,81,29,26,43,80,0,0,53,43,33,82,16,3,79,75,26,28,35,28,57,5,0,34,54,32,38,0,61,0,39,19,8,23,28,0,51,5,4,6,48,34,65
2011/11/2,46,43,48,72,56,77,40,55,34,79,49,12,51,51,48,67,18,10,71,68,25,27,66,23,63,6,0,16,54,32,0,31,53,36,38,15,7,20,0,0,32,6,3,9,55,47,53
2011/11/3,28,40,0,66,37,75,46,86,32,83,0,0,34,31,32,64,17,13,75,60,19,29,0,23,47,4,0,24,46,44,48,31,62,36,41,17,7,18,0,0,34,4,3,8,40,51,47
2011/11/4,19,46,50,48,59,77,37,63,30,82,0,0,35,59,17,78,16,11,67,61,7,25,42,52,27,4,0,34,42,30,0,33,56,0,47,19,7,18,0,17,51,4,4,9,34,58,42
2011/11/5,23,41,0,42,0,81,48,51,15,81,0,0,43,26,30,49,14,9,70,33,16,27,66,48,41,3,0,0,51,13,30,0,35,45,45,22,8,17,0,20,28,3,4,10,34,25,27
2011/11/6,23,42,0,55,0,82,39,50,32,84,0,0,21,38,0,57,15,2,72,44,15,24,65,36,32,6,0,100,70,42,0,29,25,0,50,13,8,17,17,20,25,6,3,8,79,40,87
2011/11/7,0,34,47,54,37,78,32,40,35,83,0,12,74,46,31,91,13,4,77,53,43,34,26,32,62,5,0,0,53,36,36,39,68,35,43,17,8,18,0,16,40,5,6,11,71,48,86
2011/11/8,36,44,0,68,0,79,39,39,33,91,0,61,66,55,69,38,16,7,77,55,6,34,45,54,66,4,0,31,58,65,46,0,58,35,44,20,7,19,13,0,42,4,8,9,41,46,58
2011/11/9,45,47,0,62,55,79,26,49,34,81,0,0,8,45,16,69,17,7,74,59,49,28,39,72,55,3,0,47,40,34,24,30,50,35,45,27,7,30,20,0,45,3,5,11,47,54,57
2011/11/10,36,40,0,80,37,77,40,35,34,76,0,25,100,46,16,53,14,11,65,63,31,23,98,20,51,5,0,48,40,34,36,23,43,0,44,19,8,26,34,0,44,5,4,4,29,57,45
2011/11/11,29,46,0,56,0,77,28,69,27,76,0,0,18,32,25,59,10,6,77,45,20,19,42,31,49,3,0,34,54,25,0,33,46,38,43,13,9,21,21,0,25,3,4,11,38,31,33
2011/11/12,23,37,60,23,47,82,39,70,23,88,0,0,21,58,100,75,9,4,84,31,16,24,25,40,24,0,0,0,71,13,30,0,33,0,51,14,9,18,17,20,30,0,3,9,17,31,25
2011/11/13,23,40,0,40,46,80,29,50,29,87,60,15,10,19,30,57,12,2,83,43,31,29,49,33,46,2,0,40,74,15,30,77,23,45,46,15,9,18,25,0,56,2,4,9,66,31,81
2011/11/14,45,36,47,76,37,78,41,49,30,83,47,0,25,50,23,90,14,6,85,78,37,28,26,20,67,4,0,63,48,30,35,15,63,35,42,12,8,18,13,16,42,4,5,8,67,53,84
2011/11/15,18,32,0,73,0,71,35,29,42,74,0,24,33,55,23,69,14,4,94,79,18,25,26,26,41,5,0,24,55,28,23,30,59,35,49,21,7,15,20,31,53,5,5,8,52,42,57
2011/11/16,54,34,47,80,0,76,35,45,42,79,48,37,50,61,31,79,15,10,88,78,18,25,26,20,78,5,46,48,77,38,23,38,56,35,49,25,7,17,0,16,55,5,17,9,42,47,50
2011/11/17,45,37,0,55,55,76,44,69,48,79,48,37,58,61,23,63,14,1,85,76,43,26,52,23,60,4,0,24,59,50,24,15,48,0,47,16,8,16,54,0,39,4,10,5,30,41,47
2011/11/18,0,28,49,49,39,74,32,26,31,83,100,39,52,27,50,73,12,3,80,64,19,30,27,18,34,3,0,17,76,29,75,16,46,0,44,12,8,14,28,0,37,3,5,8,44,38,35
2011/11/19,34,44,0,38,93,78,71,44,21,88,0,0,63,32,20,35,10,7,80,36,23,29,50,22,32,0,0,40,74,13,0,0,28,0,49,11,9,16,0,20,35,0,4,6,19,24,23
2011/11/20,23,35,0,56,46,80,39,75,33,87,60,0,83,38,20,78,11,12,69,46,0,34,41,51,32,2,0,60,47,20,30,19,23,0,56,16,9,17,0,20,30,2,3,8,66,36,81
2011/11/21,27,30,0,55,0,79,34,59,37,89,0,12,66,100,16,79,14,6,82,58,24,26,32,34,50,11,0,39,45,18,47,30,65,0,52,20,8,15,27,15,58,11,3,9,58,43,82
2011/11/22,18,38,47,66,37,78,41,30,35,81,96,25,42,61,16,42,15,4,78,59,0,33,59,38,67,5,0,32,56,30,71,62,47,71,53,29,7,15,13,16,43,5,4,8,48,27,59
2011/11/23,29,40,0,28,0,69,50,42,26,93,0,13,9,21,33,59,15,10,67,43,13,25,14,39,66,8,0,17,42,17,50,32,44,37,55,18,7,14,28,0,35,8,4,8,33,33,39
2011/11/24,72,45,0,38,0,72,40,20,24,85,0,0,22,20,41,37,9,4,80,30,33,26,26,53,76,2,0,32,81,11,31,30,18,47,52,11,8,13,0,41,15,2,2,7,17,11,20
2011/11/25,34,41,0,16,0,66,39,55,24,72,0,15,10,31,59,39,11,11,79,34,8,29,32,100,40,2,0,0,53,10,29,19,26,44,42,6,8,14,0,39,27,2,3,10,19,13,27
2011/11/26,46,54,0,38,47,72,40,56,20,80,0,0,32,51,20,61,10,5,87,41,8,49,49,80,49,5,0,0,61,10,30,0,23,0,53,24,8,15,17,20,35,5,3,4,23,19,25
2011/11/27,0,38,0,33,0,78,44,49,30,81,0,15,41,31,29,56,9,9,74,46,15,44,40,75,45,2,0,20,66,22,0,38,22,44,52,19,9,15,16,19,50,2,3,11,74,26,84
2011/11/28,26,42,0,84,35,75,28,28,30,73,0,23,79,48,30,60,15,8,82,67,18,29,25,46,79,0,0,30,61,49,23,29,56,100,48,16,8,14,0,0,30,0,3,6,62,42,92
2011/11/29,43,45,45,95,0,82,26,37,41,78,0,69,78,52,59,92,14,5,86,100,12,28,49,38,61,2,0,37,43,43,56,43,58,0,49,22,9,14,25,15,42,2,4,7,50,40,59
2011/11/30,35,35,0,100,0,81,36,63,48,81,46,12,97,78,53,74,13,6,91,82,12,27,19,31,51,4,54,62,70,42,46,22,50,34,46,17,9,15,0,30,56,4,3,7,43,38,53
2011/12/1,71,33,0,69,0,84,43,39,44,77,0,12,16,49,31,71,13,6,84,90,36,29,25,31,68,5,0,69,65,37,46,30,43,34,45,19,9,17,33,61,43,5,4,8,41,43,49
2011/12/2,18,39,0,59,37,80,27,50,38,78,0,37,51,67,64,71,13,10,97,68,38,29,46,35,45,3,0,16,54,18,36,16,42,0,47,19,9,16,48,16,34,3,4,7,38,80,55
2011/12/3,0,52,0,40,45,81,29,42,29,85,0,0,61,31,19,47,10,2,82,36,15,31,24,45,34,2,0,0,84,14,29,19,22,0,51,10,10,17,32,19,54,2,3,9,26,57,30
2011/12/4,22,41,57,73,44,87,32,48,33,77,0,15,30,48,38,50,9,3,86,45,7,32,31,42,56,2,0,0,64,12,0,18,22,0,56,24,10,16,0,19,38,2,3,9,74,43,92
2011/12/5,26,41,90,87,35,87,37,52,46,81,0,24,40,38,15,77,14,4,88,84,24,33,31,36,64,3,0,15,69,25,68,22,49,34,48,38,11,15,13,0,57,3,3,8,76,44,88
2011/12/6,51,37,0,79,70,91,31,47,23,81,0,58,87,58,37,92,14,3,91,92,6,29,62,41,55,5,0,30,58,47,34,44,49,0,47,24,11,15,25,15,75,5,3,6,58,45,62
2011/12/7,70,43,91,98,0,92,35,43,35,78,0,59,64,78,38,100,14,3,99,79,18,16,56,47,42,4,0,15,46,27,45,22,43,34,51,16,10,15,13,0,69,4,3,7,41,48,56
2011/12/8,35,39,46,92,54,93,29,24,51,80,0,0,41,44,31,82,12,8,92,87,54,27,57,25,54,4,0,23,68,33,81,52,50,0,45,19,10,14,0,31,76,4,3,5,49,46,47
2011/12/9,55,39,0,76,0,86,46,50,38,76,0,25,42,61,32,77,11,1,87,62,12,26,52,26,33,5,0,32,64,14,24,39,44,0,45,13,9,16,14,16,52,5,3,8,35,39,44
2011/12/10,44,39,0,41,0,84,34,60,18,90,0,0,30,37,0,63,9,0,100,34,37,23,55,31,42,3,0,0,77,29,86,28,30,0,47,9,10,14,0,0,35,3,3,5,28,32,24
2011/12/11,0,54,0,48,44,86,33,60,18,83,0,30,10,30,38,46,7,3,90,52,0,28,24,52,31,2,0,38,58,17,29,46,29,43,50,13,10,14,16,0,47,2,2,7,72,23,85
2011/12/12,17,46,46,61,0,83,25,43,39,85,46,71,88,68,15,94,14,12,94,60,18,25,25,28,62,6,0,15,62,33,23,15,42,0,48,17,10,15,13,61,52,6,3,6,69,52,87
2011/12/13,35,45,0,73,0,86,31,47,35,85,45,47,64,58,15,70,13,8,84,71,0,25,68,41,46,8,0,38,53,13,34,44,50,0,48,29,10,14,13,45,48,8,3,9,58,50,60
2011/12/14,26,44,0,68,0,85,31,53,31,77,46,48,32,54,15,95,12,10,91,75,24,21,57,36,50,2,0,46,36,40,23,15,40,0,46,21,10,15,13,15,48,2,3,6,69,45,55
2011/12/15,36,43,0,68,36,78,37,78,48,74,0,12,66,30,15,76,13,6,90,68,12,18,39,46,69,4,0,16,21,26,0,46,56,0,47,19,9,15,0,47,35,4,2,11,53,47,49
2011/12/16,19,39,49,42,0,79,35,51,49,84,49,50,77,52,0,61,11,6,91,54,19,37,13,41,40,5,0,32,60,12,24,24,41,0,45,16,9,14,0,16,51,5,2,8,63,40,42
2011/12/17,22,49,0,26,46,80,25,61,18,94,0,15,21,12,0,21,12,9,84,33,0,29,32,43,31,0,0,0,46,15,29,19,27,0,68,10,58,15,17,0,34,0,2,19,48,18,33
2011/12/18,45,53,0,36,46,87,37,50,26,82,0,31,52,25,20,30,15,4,77,25,23,34,33,58,46,5,0,20,44,20,30,19,19,0,100,12,100,17,17,0,21,5,4,24,100,22,97
2011/12/19,27,56,0,45,37,82,28,50,30,80,0,12,17,35,16,46,14,4,86,35,12,31,20,46,42,2,0,32,46,30,0,31,38,35,75,18,75,15,0,16,41,2,3,28,81,31,94
2011/12/20,18,52,47,34,0,82,33,44,22,77,0,24,41,35,16,28,15,8,86,39,18,26,0,23,34,4,45,16,42,28,0,15,39,0,56,16,50,16,13,16,27,4,3,29,49,35,66
2011/12/21,18,51,0,34,0,84,23,61,26,78,49,0,34,41,0,43,12,6,81,39,6,29,27,41,40,4,0,24,76,20,73,63,45,0,54,16,35,15,0,32,34,4,2,19,59,30,49
2011/12/22,19,38,0,25,0,78,36,37,28,83,0,13,44,21,0,11,12,6,82,39,26,17,14,37,46,4,0,42,37,8,25,16,30,0,55,17,29,14,14,17,41,4,5,17,47,36,43
2011/12/23,21,40,0,17,42,80,25,57,26,92,0,42,29,17,0,16,11,11,84,24,21,21,30,53,27,0,0,18,77,11,0,71,30,0,53,14,29,15,15,18,21,0,5,11,55,25,42
2011/12/24,0,38,0,20,50,93,32,27,15,87,0,0,11,14,0,19,10,2,93,25,17,25,18,39,41,2,0,0,50,8,0,52,16,48,53,9,35,13,0,21,17,2,3,15,35,16,30
2011/12/25,0,43,0,20,56,76,31,52,24,70,0,0,12,15,0,37,9,2,96,19,9,29,0,35,56,3,0,0,56,15,0,46,13,0,47,12,28,14,40,0,22,3,2,10,74,14,86
2011/12/26,23,45,0,10,46,78,27,56,27,82,0,15,21,19,0,17,11,0,83,23,8,23,33,40,26,3,0,20,100,15,59,19,31,0,49,11,18,13,17,0,14,3,3,8,78,23,95
2011/12/27,38,32,0,21,39,83,34,37,17,79,0,13,62,11,17,22,8,2,81,25,33,21,41,52,29,0,0,17,48,13,25,16,39,0,50,19,14,15,0,17,18,0,3,11,67,21,85
2011/12/28,19,37,0,15,38,86,26,51,26,81,0,13,35,21,0,40,10,6,72,30,26,25,34,42,31,0,44,16,66,16,74,32,38,0,44,19,13,15,0,0,10,0,2,10,56,20,69
2011/12/29,0,31,0,43,0,86,86,31,26,89,0,26,26,21,0,18,11,4,90,25,6,23,27,36,41,2,0,17,67,8,25,32,47,0,45,12,12,14,14,0,12,2,3,9,52,32,52
2011/12/30,39,36,0,31,0,85,92,59,28,90,0,13,9,33,0,34,9,6,90,25,13,18,42,47,38,0,0,34,52,19,26,25,37,0,49,13,12,16,29,0,34,0,2,9,43,20,43
2011/12/31,0,41,0,14,0,79,54,72,27,100,0,15,20,25,0,30,8,5,77,24,7,24,32,25,37,6,54,0,78,7,58,19,25,0,48,10,11,13,24,19,11,6,3,7,16,13,25
2012/1/1,24,35,0,12,0,80,46,60,28,76,64,16,22,0,0,19,10,4,64,24,16,21,17,38,37,0,0,0,100,19,32,41,19,0,43,15,11,14,18,42,25,0,3,8,79,14,94
2012/1/2,19,36,0,25,39,83,38,59,25,90,0,0,44,11,0,34,7,2,81,28,13,20,14,22,27,7,0,34,69,17,0,16,36,0,45,12,12,16,14,0,26,7,4,8,65,22,88
2012/1/3,0,34,46,37,0,95,35,62,48,88,46,0,24,24,15,51,10,5,89,33,12,28,31,28,63,3,0,31,39,10,34,30,53,0,40,18,13,14,26,15,23,3,2,9,74,35,86
2012/1/4,35,33,0,44,35,100,33,43,29,80,0,59,80,34,30,37,12,8,82,42,18,37,37,39,38,2,0,0,59,29,23,44,51,0,44,15,10,15,13,15,32,2,3,13,60,49,73
2012/1/5,17,40,0,29,36,93,32,67,30,85,0,12,24,44,15,61,11,5,86,61,24,31,31,42,67,4,0,54,72,23,34,52,42,0,44,11,10,14,13,0,29,4,3,8,50,55,63
2012/1/6,0,37,0,43,36,79,23,39,40,87,0,12,16,40,30,34,11,3,74,49,0,23,13,37,61,2,0,23,97,21,35,45,43,34,41,13,9,14,0,15,31,2,3,9,45,78,61
2012/1/7,21,40,0,26,0,82,26,64,28,91,0,29,68,24,18,24,9,7,75,43,14,23,53,27,54,2,0,37,72,12,70,36,35,41,45,11,10,15,0,18,13,2,2,7,32,53,31
2012/1/8,41,51,0,21,42,89,35,57,33,85,0,14,29,58,18,28,10,2,81,39,49,22,37,40,50,2,0,73,76,27,54,26,21,0,49,9,10,15,0,18,40,2,3,8,66,31,97
2012/1/9,34,34,0,43,34,82,28,42,42,87,0,11,23,43,29,20,19,9,88,60,11,27,30,22,54,6,0,60,60,19,44,29,56,33,43,29,9,15,12,0,28,6,5,7,58,45,100
2012/1/10,17,47,0,46,34,78,26,51,38,81,0,23,23,23,29,36,15,8,78,54,6,25,24,43,54,0,0,15,59,22,22,35,44,0,44,29,10,17,0,15,34,0,4,7,64,40,69
2012/1/11,17,35,0,69,69,76,28,60,43,77,0,23,39,38,29,42,13,7,80,53,23,29,30,40,63,7,0,22,62,22,89,21,44,33,44,17,12,16,0,0,48,7,3,8,53,42,58
2012/1/12,17,44,0,48,0,76,33,33,41,79,0,11,39,28,22,39,13,4,79,45,29,22,67,24,54,5,0,15,72,32,44,43,44,0,48,20,13,18,0,0,40,5,6,9,51,42,57
2012/1/13,0,38,0,36,35,78,27,81,28,84,0,36,32,29,30,27,12,6,82,39,36,29,19,36,40,4,0,31,90,29,23,59,53,0,47,20,14,18,13,15,30,4,4,10,53,32,49
2012/1/14,21,42,0,14,0,88,31,57,29,86,0,0,29,18,18,24,8,3,88,23,0,23,23,43,56,6,0,18,55,16,0,36,32,0,46,7,11,17,0,18,34,6,5,7,25,20,30
2012/1/15,21,39,0,20,0,88,28,46,29,90,0,14,58,12,0,44,10,7,76,30,28,37,15,43,24,2,0,18,67,14,0,35,23,40,49,10,11,14,0,0,25,2,3,7,63,19,93
2012/1/16,18,28,46,33,0,83,25,58,29,87,0,12,32,29,0,30,12,8,81,33,12,54,44,20,56,4,0,15,65,21,35,15,43,0,43,8,10,15,0,0,18,4,3,8,58,28,80
2012/1/17,17,37,0,56,34,80,23,46,32,80,0,11,31,52,29,23,12,5,89,50,23,38,24,24,53,2,0,22,69,29,44,43,52,0,46,12,13,18,12,14,37,2,8,6,65,39,86
2012/1/18,17,35,44,43,34,81,35,41,29,84,0,34,31,42,36,58,15,12,82,55,34,30,36,29,66,4,0,59,49,37,0,35,49,0,42,17,13,20,25,0,36,4,5,7,53,41,70
2012/1/19,34,38,0,63,34,84,25,51,36,80,45,57,39,33,29,39,18,8,95,52,23,29,24,32,60,5,0,30,75,24,33,50,46,0,46,19,12,19,25,0,38,5,3,6,52,40,61
2012/1/20,52,42,45,44,0,82,24,42,24,82,0,23,39,34,37,30,18,7,66,36,23,28,37,33,59,5,0,30,43,42,0,22,43,34,50,15,14,21,0,0,40,5,3,8,40,40,54
2012/1/21,20,38,0,22,41,81,33,39,19,87,53,14,28,39,17,35,13,11,87,24,27,25,29,58,46,4,0,18,80,9,53,34,28,0,62,23,18,21,15,17,23,4,6,10,27,37,36
2012/1/22,100,32,0,32,0,86,27,39,34,91,0,14,28,39,35,23,11,9,89,31,27,27,43,29,49,5,0,18,74,26,26,17,24,0,54,16,12,19,15,0,31,5,4,6,64,32,95
2012/1/23,24,37,85,47,33,74,29,76,35,82,0,33,52,41,42,56,14,8,73,53,55,37,53,10,68,3,0,21,41,20,32,21,54,0,48,30,10,22,0,0,35,3,18,5,72,42,98
2012/1/24,0,36,43,57,0,75,30,55,38,85,0,11,38,56,43,44,13,9,75,63,0,29,54,24,42,3,0,14,71,24,22,42,49,0,45,17,8,32,12,29,42,3,10,9,44,58,72
2012/1/25,25,42,0,66,0,71,36,54,40,84,0,0,53,37,36,70,15,3,81,54,11,34,30,34,61,3,0,22,66,24,32,35,51,0,49,57,7,29,31,0,29,3,11,7,53,83,63
2012/1/26,33,50,43,44,68,70,25,27,39,79,0,22,46,37,22,32,15,4,80,49,17,25,36,32,38,2,0,29,61,33,0,21,54,0,49,39,7,20,25,14,29,2,6,8,45,58,55
2012/1/27,17,42,0,50,0,72,31,47,39,78,0,12,47,24,22,56,14,5,75,58,29,29,12,25,55,3,0,23,81,43,45,15,50,0,48,19,8,16,13,15,35,3,6,6,37,40,48
2012/1/28,21,36,54,28,0,77,36,68,22,85,0,14,9,23,18,40,12,5,79,31,21,26,15,65,31,3,0,18,79,11,0,17,31,40,50,13,12,18,15,18,15,3,4,7,30,25,35
2012/1/29,20,46,53,31,0,80,30,34,23,86,0,14,19,23,18,16,10,0,80,40,21,18,37,56,29,6,0,36,48,16,54,70,25,40,48,11,8,19,0,0,27,6,4,10,61,29,91
2012/1/30,25,41,0,59,34,76,26,63,32,84,0,11,38,28,50,44,13,9,81,75,34,25,42,34,46,4,0,22,65,36,43,14,48,64,41,15,7,17,12,28,34,4,3,7,72,51,93
2012/1/31,25,42,0,67,33,73,30,45,44,80,0,56,68,50,28,35,17,3,92,78,0,29,71,26,55,2,0,22,85,38,22,35,52,0,38,13,6,16,24,0,27,2,4,10,58,41,71
2012/2/1,16,38,0,65,33,74,29,49,52,80,0,22,45,9,35,63,12,15,71,76,6,23,41,31,73,7,0,14,69,39,21,14,49,32,40,18,6,15,0,28,43,7,4,11,45,57,59
2012/2/2,16,48,0,79,33,72,34,45,46,80,0,78,68,14,36,25,12,6,88,63,17,34,47,18,78,3,0,29,73,36,0,63,45,32,42,19,7,15,12,0,47,3,3,7,45,46,52
2012/2/3,34,48,45,49,70,71,36,47,52,81,0,35,24,29,15,43,11,4,82,64,12,30,37,46,46,5,0,30,60,30,22,14,48,0,46,15,9,17,0,30,23,5,4,7,52,100,52
2012/2/4,0,49,0,27,42,80,33,56,51,96,54,42,9,34,0,51,10,5,76,32,7,30,37,42,50,4,0,0,81,13,27,17,37,0,49,18,11,20,15,0,15,4,4,10,27,47,32
2012/2/5,41,42,0,34,41,81,33,50,31,93,0,14,47,17,26,58,12,6,77,33,21,27,29,29,49,4,0,0,78,16,0,17,20,0,46,19,8,17,0,0,31,4,3,7,57,48,84
2012/2/6,50,38,0,46,34,73,34,32,40,77,88,34,46,56,29,39,13,8,72,57,23,46,36,32,49,6,0,22,69,24,22,42,53,0,42,12,6,15,0,14,44,6,3,10,60,61,90
2012/2/7,16,47,43,63,0,77,29,49,45,80,43,11,45,64,14,50,11,6,82,51,11,35,29,29,61,5,0,29,63,32,21,21,54,0,43,21,7,16,12,71,62,5,4,7,57,46,65
2012/2/8,16,32,0,56,100,74,29,49,36,80,0,100,68,32,21,53,13,10,80,56,11,29,29,29,46,5,0,43,60,23,0,28,49,32,38,14,7,17,12,28,42,5,3,8,46,42,56
2012/2/9,17,47,0,76,34,84,21,73,40,83,0,34,30,32,29,42,13,5,93,67,34,29,36,26,83,2,0,29,59,33,88,28,44,0,39,16,7,15,12,57,47,2,4,8,40,42,47
2012/2/10,17,39,0,45,35,81,44,23,29,78,0,35,71,38,0,63,12,3,97,51,12,32,49,35,39,2,0,30,40,24,22,22,39,33,41,12,7,14,25,74,35,2,3,8,32,50,42
2012/2/11,0,43,0,23,81,85,33,55,23,91,53,13,27,39,26,31,9,5,80,35,27,23,21,38,33,0,0,0,41,9,0,17,26,39,45,11,9,16,0,34,26,0,3,9,34,24,29
2012/2/12,19,41,50,40,39,84,32,37,18,81,0,0,44,11,17,48,9,2,78,37,20,20,41,40,29,3,0,0,76,21,0,16,25,0,48,12,8,15,28,50,20,3,3,5,53,23,83
2012/2/13,32,30,0,63,33,88,34,35,36,80,0,54,44,27,14,71,10,11,80,53,0,26,35,36,55,3,0,28,59,39,21,27,47,0,53,23,9,15,12,0,37,3,3,7,57,32,84
2012/2/14,33,50,0,34,0,80,37,41,29,77,0,45,38,50,21,32,10,8,82,51,6,25,41,24,54,3,0,29,56,22,22,42,48,32,47,21,7,13,12,14,39,3,4,7,50,44,58
2012/2/15,50,59,0,62,68,74,33,37,59,80,44,11,38,56,51,58,12,3,79,52,17,21,48,35,68,2,0,29,59,24,33,43,50,33,48,15,7,15,0,87,37,2,3,11,58,50,55
2012/2/16,16,38,0,72,33,74,30,72,52,79,44,33,22,32,14,63,13,0,89,60,22,21,47,24,38,4,0,29,63,38,21,42,47,0,46,17,7,15,12,42,45,4,3,5,68,45,47
2012/2/17,0,35,0,66,35,72,34,47,37,82,0,23,40,33,30,53,13,5,81,58,23,25,12,22,53,3,0,30,86,23,22,43,51,0,48,21,7,15,0,15,40,3,3,9,64,51,48
2012/2/18,0,33,53,34,0,78,24,61,39,78,0,14,56,17,17,39,10,8,74,24,7,21,51,42,23,7,0,0,75,9,27,17,29,40,53,35,8,17,15,88,25,7,5,10,37,38,31
2012/2/19,21,44,0,44,0,80,28,62,26,89,0,42,19,12,18,28,8,2,83,32,14,28,44,49,50,6,0,73,97,11,0,53,27,0,52,28,8,15,0,0,23,6,3,13,69,32,93
2012/2/20,34,33,0,32,35,79,33,61,47,87,45,58,24,33,30,56,11,0,77,39,17,23,43,52,68,3,0,30,70,15,22,29,57,0,44,16,8,16,13,30,23,3,4,7,70,39,76
2012/2/21,17,34,0,61,33,80,31,45,36,85,0,44,30,37,29,44,13,8,74,64,17,25,18,29,46,3,0,36,65,27,65,91,56,32,42,16,6,16,0,28,35,3,3,11,61,41,71
2012/2/22,24,36,0,72,0,73,29,36,25,78,0,44,67,23,28,53,14,6,82,56,33,38,47,36,54,2,0,36,91,36,43,41,59,0,40,18,6,15,12,56,36,2,3,10,59,46,56
2012/2/23,0,35,0,65,0,71,33,55,43,80,0,34,68,28,14,48,11,3,81,57,51,28,48,16,59,6,0,65,51,42,54,56,60,0,42,18,6,18,12,100,47,6,5,6,43,50,46
2012/2/24,0,41,44,57,69,72,19,51,36,80,0,23,39,52,44,29,10,1,83,49,12,26,42,38,60,0,0,30,60,24,44,100,67,0,43,15,7,18,100,59,36,0,9,7,39,38,43
2012/2/25,20,40,53,41,41,73,37,44,39,87,0,14,19,11,26,43,9,6,84,39,28,33,29,16,26,5,0,18,54,16,27,17,30,40,45,10,7,17,0,71,27,5,5,8,37,24,26
2012/2/26,20,34,0,37,42,83,34,45,30,87,0,0,28,23,27,32,10,6,75,46,7,27,37,72,52,4,0,36,69,18,53,61,27,0,53,12,6,15,30,18,38,4,4,8,57,27,88
2012/2/27,16,39,0,56,66,73,25,27,41,80,0,33,68,41,14,41,13,9,75,59,6,26,53,39,52,2,0,29,62,16,54,28,57,32,40,22,6,15,24,42,35,2,4,9,64,38,82
2012/2/28,32,40,0,60,33,79,36,40,38,84,43,33,44,27,28,43,13,8,76,54,11,31,52,23,64,4,0,64,95,16,32,20,61,0,42,19,7,17,12,42,58,4,4,7,51,47,58
2012/2/29,24,54,42,65,66,76,36,31,29,76,0,55,22,68,0,65,13,4,77,73,17,31,70,39,54,6,45,35,55,30,42,41,51,0,50,22,9,29,12,28,31,6,54,9,47,41,52
2012/3/1,17,54,0,60,36,74,33,62,33,76,0,60,49,54,30,40,12,8,79,63,30,25,32,28,54,4,0,54,83,37,81,52,57,0,45,17,9,20,13,76,38,4,36,6,54,51,45
2012/3/2,36,41,0,61,37,67,36,55,42,79,0,12,59,51,40,53,12,9,75,51,37,52,20,38,54,4,0,65,73,32,48,31,57,36,46,12,7,30,14,32,35,4,59,7,39,51,43
2012/3/3,67,40,0,39,45,71,48,85,30,89,0,30,20,25,19,21,10,10,76,36,23,47,40,42,45,0,0,19,78,19,58,47,35,0,50,15,6,35,16,19,36,0,100,11,18,22,23
2012/3/4,0,22,65,34,28,95,88,78,10,86,0,6,8,59,0,45,31,9,69,52,53,21,9,36,31,11,0,48,24,39,25,30,27,36,92,26,46,29,0,41,29,11,45,18,46,19,87
2012/3/5,0,18,0,64,21,93,71,85,13,86,0,9,5,52,49,65,37,8,61,80,30,25,3,50,72,9,0,28,22,61,20,40,51,29,81,33,47,28,0,32,42,9,33,15,49,26,86
2012/3/6,17,16,48,50,20,89,57,21,15,81,0,3,11,38,30,40,41,11,66,88,33,29,8,23,38,22,0,52,31,64,19,96,52,0,76,32,41,25,52,37,39,22,22,9,26,22,58
2012/3/7,50,21,0,44,20,95,65,36,15,80,18,3,9,64,30,66,42,14,62,86,55,24,12,32,47,17,0,43,30,63,55,73,43,0,75,35,36,28,65,44,42,17,14,9,32,25,49
2012/3/8,34,20,0,54,0,85,73,85,15,80,9,19,15,16,15,40,41,10,55,67,33,22,10,67,45,8,0,43,29,57,18,22,48,0,81,41,37,100,52,52,40,8,10,11,29,27,43
2012/3/9,17,18,0,50,31,88,71,44,13,80,0,15,11,44,0,34,34,7,64,57,28,29,7,66,35,17,0,36,16,59,0,30,49,0,82,40,37,46,81,45,39,17,8,16,23,33,44
2012/3/10,0,21,58,25,49,92,64,35,12,83,0,11,1,26,37,33,33,5,60,37,27,24,5,57,17,7,0,21,31,55,23,100,24,33,88,33,40,29,32,45,21,7,9,10,18,13,24
2012/3/11,63,29,0,22,100,94,43,54,15,87,0,7,4,13,38,17,25,8,63,51,28,20,5,72,30,10,0,0,26,43,34,37,26,0,92,50,40,28,32,37,26,10,7,15,50,19,96
2012/3/12,0,23,0,41,20,89,45,51,16,86,0,9,5,22,46,40,39,10,64,67,22,19,5,35,44,28,0,35,28,64,46,0,64,0,78,46,37,25,26,15,40,28,9,11,34,23,89
2012/3/13,17,23,0,53,0,88,49,29,13,71,0,6,8,32,15,33,39,6,61,83,17,19,9,26,50,0,0,26,20,60,28,37,55,0,76,38,40,24,0,44,35,0,9,12,27,20,55
