date,2008 financial crisis,blizzard,China unemployment rate,climate change,cold wave,cold,cyclone,damp,drought,dry,Ebola outbreak,Ebola virus,Ebola,economic crisis,economic recession,financial crisis,Flood,forest fire,frost,global warming,gust,hail,heat wave,heavy rain,high temperature,terrorist attack,Libyan crisis,Middle East war,mountain fire,natural disasters,oil crisis,oil stocks,pest,pests and diseases,rain,rainfall,snow,storm,strong wind,Syria war,terrorism,terrorist attack,tornado,typhoon,Unemployment benefits,unemployment rate,unemployment
2012/3/14,17,22,0,63,0,88,69,58,15,76,9,6,6,16,31,34,35,10,62,86,51,20,10,38,40,23,0,71,29,39,38,68,68,0,80,44,40,23,53,75,35,23,5,10,39,25,49
2012/3/15,35,26,0,66,20,90,79,66,20,78,0,12,4,50,31,89,42,11,58,88,23,27,13,36,33,9,0,44,18,55,57,23,52,27,78,43,38,21,0,30,37,9,11,9,32,25,43
2012/3/16,0,26,50,44,0,86,71,61,13,77,0,11,14,11,0,7,40,9,68,65,18,33,10,40,36,6,0,55,19,61,0,47,54,28,87,51,38,22,28,0,22,6,20,12,26,14,37
2012/3/17,0,27,61,28,25,81,67,100,13,82,0,7,4,0,38,8,25,11,56,53,56,18,11,40,35,14,0,44,10,24,24,37,31,0,99,49,43,25,0,19,21,14,9,10,17,13,24
2012/3/18,22,21,0,33,25,91,82,18,11,77,0,4,4,48,38,8,25,18,60,47,21,35,11,52,35,21,0,22,29,28,47,0,48,0,99,50,51,27,0,47,24,21,10,13,54,14,100
2012/3/19,0,22,0,60,20,83,62,7,16,83,0,7,2,54,15,53,39,8,62,100,44,26,9,43,71,6,0,43,31,60,55,52,75,0,79,63,51,25,26,51,30,6,10,12,43,24,87
2012/3/20,0,21,0,63,20,87,68,43,21,81,0,7,9,43,0,46,49,5,71,89,33,26,12,46,65,11,0,43,34,72,37,22,74,0,86,100,48,24,39,15,43,11,15,11,36,16,59
2012/3/21,68,22,0,48,0,86,64,29,18,75,0,6,6,22,15,67,39,10,66,93,33,19,18,41,63,8,0,52,22,54,65,45,87,0,87,51,39,22,26,29,49,8,9,10,28,15,49
2012/3/22,17,21,0,52,40,80,82,59,19,78,0,9,12,44,31,55,35,7,60,96,56,19,16,27,55,17,0,53,26,52,19,30,63,82,79,35,41,19,26,45,36,17,7,13,26,24,43
2012/3/23,36,21,0,67,0,80,70,30,14,74,0,5,2,17,48,42,33,13,52,68,41,21,14,46,65,12,0,36,29,51,30,39,71,28,84,37,40,19,0,16,41,12,6,10,20,26,37
2012/3/24,22,21,60,26,0,82,60,55,12,88,0,9,6,27,19,43,28,5,64,22,35,27,8,55,31,28,0,22,20,24,23,0,47,34,98,27,43,23,100,19,23,28,9,8,19,8,25
2012/3/25,0,20,0,33,0,93,57,45,11,81,11,7,12,20,76,25,28,6,71,43,21,24,11,47,34,21,0,0,29,32,0,37,30,0,99,59,43,23,97,18,32,21,5,13,47,12,92
2012/3/26,0,19,48,62,20,90,49,43,13,79,0,7,5,38,30,53,36,15,100,86,61,22,8,26,44,17,0,35,22,67,28,15,70,0,79,49,36,18,52,15,38,17,5,10,38,23,83
2012/3/27,17,16,95,51,0,91,56,57,14,80,9,4,6,81,45,27,36,21,74,85,44,17,6,43,26,17,0,35,22,51,37,44,66,0,72,45,34,20,39,29,35,17,4,14,25,19,60
2012/3/28,0,20,0,54,20,83,70,21,17,80,9,12,8,32,45,33,34,15,62,75,22,22,3,29,30,5,0,35,29,63,18,15,65,0,72,41,34,20,26,44,36,5,6,12,29,24,51
2012/3/29,17,17,97,56,0,84,58,36,15,77,0,10,9,44,15,61,33,12,69,77,34,21,5,35,39,14,79,35,24,51,19,37,79,0,73,41,36,19,0,37,42,14,5,13,29,17,42
2012/3/30,18,21,51,58,0,85,52,23,13,77,0,6,10,40,0,57,36,14,61,71,35,29,9,31,39,6,0,28,28,51,30,48,50,29,82,51,37,21,56,16,28,6,7,15,20,31,38
2012/3/31,20,23,0,18,0,81,49,59,13,78,0,3,7,25,18,63,26,6,56,45,39,33,5,24,18,16,0,41,29,26,0,18,30,32,74,38,34,23,46,17,21,16,6,8,16,11,22
2012/4/1,0,41,0,34,25,92,47,54,11,82,0,7,1,67,0,51,29,10,64,47,28,23,4,36,29,17,0,0,21,20,23,37,44,0,83,31,40,21,33,19,33,17,4,13,49,13,89
2012/4/2,51,20,0,51,20,87,61,65,11,83,0,12,5,33,0,27,35,12,69,72,45,24,6,41,48,11,0,26,17,45,28,30,82,27,72,33,38,22,26,15,45,11,4,16,40,23,81
2012/4/3,67,25,47,60,20,83,62,28,14,72,9,7,6,48,45,59,39,11,58,75,38,32,4,17,45,14,0,68,27,53,37,29,70,0,74,26,34,27,26,44,49,14,75,13,33,23,58
2012/4/4,35,18,0,62,0,86,64,37,15,76,0,24,39,44,15,48,38,11,66,68,28,42,9,29,45,11,0,26,21,100,47,45,62,0,71,39,31,25,26,30,36,11,65,16,26,21,48
2012/4/5,0,18,0,55,0,82,42,36,11,79,9,10,17,82,92,41,36,11,72,72,39,35,4,24,43,17,0,26,25,55,0,15,56,0,69,34,31,22,0,15,43,17,20,14,29,23,44
2012/4/6,0,19,0,24,0,77,65,40,11,85,0,6,9,18,50,45,26,15,65,39,43,30,7,42,41,6,0,19,16,28,21,0,44,29,69,22,30,24,58,33,25,6,11,9,16,27,39
2012/4/7,0,21,0,29,26,87,70,47,12,94,12,8,14,49,20,35,23,8,69,29,44,24,8,30,18,15,100,23,21,21,0,0,36,0,65,21,32,22,34,19,32,15,7,15,18,22,25
2012/4/8,47,19,0,45,28,96,51,30,16,92,0,8,2,15,41,46,25,13,72,34,46,17,9,44,31,8,0,36,39,26,0,20,29,0,72,27,34,24,36,41,31,8,7,13,38,19,91
2012/4/9,20,17,0,50,0,91,76,26,16,93,11,9,10,52,0,40,30,52,80,57,40,19,8,31,39,10,0,21,28,27,45,0,82,32,67,21,30,20,31,36,33,10,5,12,46,20,88
2012/4/10,0,16,0,49,0,91,47,77,10,86,0,5,10,17,32,43,32,31,74,80,24,26,9,37,36,12,0,19,19,47,20,16,81,28,66,27,28,17,42,16,45,12,5,16,33,34,62
2012/4/11,33,17,47,51,20,91,42,42,14,79,0,9,3,53,30,79,36,35,77,79,49,34,11,43,39,19,0,51,28,56,18,36,72,0,79,54,31,19,26,51,36,19,9,11,37,27,52
2012/4/12,0,19,0,64,20,89,36,78,16,83,0,9,10,53,15,40,32,22,72,76,49,74,5,35,35,11,0,60,21,89,18,22,58,40,75,49,29,21,26,15,45,11,10,8,29,20,44
2012/4/13,0,19,0,48,41,88,44,37,14,83,9,11,8,33,16,48,35,18,64,61,34,96,9,42,32,6,0,45,22,73,19,38,62,0,89,84,30,30,27,23,32,6,17,15,29,25,38
2012/4/14,0,22,60,27,0,83,61,45,15,93,0,4,7,54,38,50,30,15,54,33,49,71,8,80,37,14,0,22,30,36,23,19,40,33,91,34,33,39,33,19,21,14,32,12,20,8,24
2012/4/15,21,23,61,42,38,93,65,27,15,83,0,5,7,40,19,83,24,14,62,53,76,71,7,47,32,0,0,0,34,48,46,0,31,33,82,47,35,39,49,18,37,0,58,10,44,16,92
2012/4/16,50,12,0,57,29,91,65,56,20,78,0,6,9,85,29,98,40,20,65,78,44,57,8,26,44,14,0,51,29,88,36,44,82,52,75,57,28,26,51,22,36,14,20,9,46,21,83
2012/4/17,33,19,0,68,0,90,63,28,19,80,0,8,11,31,58,45,36,11,64,83,58,39,15,44,40,11,0,17,26,74,71,14,74,26,69,30,29,19,25,28,49,11,10,8,33,17,60
2012/4/18,33,19,0,78,0,91,52,49,16,83,0,7,8,63,59,39,37,12,64,85,27,40,11,54,30,5,0,43,30,62,27,15,66,0,77,33,26,20,26,22,35,5,7,12,29,22,48
2012/4/19,34,15,0,53,30,84,59,21,17,80,0,3,9,54,15,67,29,18,73,81,55,30,9,43,47,8,0,43,26,47,64,22,65,0,76,33,27,18,52,29,43,8,8,12,23,23,41
2012/4/20,18,30,100,48,0,88,57,53,16,83,0,6,5,34,0,42,29,12,61,70,52,33,10,15,30,12,0,36,21,47,29,31,69,28,74,38,26,20,0,0,47,12,7,10,19,28,36
2012/4/21,0,31,0,38,0,89,47,63,15,85,0,4,1,34,0,17,29,4,54,40,28,24,4,51,35,21,0,22,27,32,0,19,46,0,89,22,28,20,66,19,27,21,4,12,16,10,22
2012/4/22,0,24,0,57,0,97,58,44,17,84,11,9,4,13,18,57,29,9,65,63,54,25,4,28,45,7,0,53,25,23,45,36,34,33,100,44,33,25,0,18,36,7,6,8,38,18,81
2012/4/23,17,19,0,100,0,92,59,21,19,85,17,7,15,63,74,46,39,12,67,87,22,25,8,28,49,14,0,34,24,31,27,14,68,0,87,59,37,22,0,22,47,14,5,12,36,22,84
2012/4/24,33,17,47,66,29,92,49,84,13,81,0,14,11,95,0,39,35,9,59,94,38,23,8,40,40,16,0,42,24,53,27,15,66,0,75,36,39,19,38,0,44,16,5,8,24,23,56
2012/4/25,66,19,0,78,20,94,55,21,14,76,0,9,9,74,59,91,34,13,68,74,27,24,9,20,67,16,0,34,24,66,63,29,62,26,73,40,31,20,51,44,54,16,4,13,28,23,46
2012/4/26,33,16,0,56,0,91,63,21,18,80,0,7,17,47,15,52,38,13,69,90,54,31,9,31,54,14,0,77,30,75,73,29,63,0,77,31,30,19,38,0,45,14,6,12,25,28,42
2012/4/27,52,16,97,63,0,89,53,51,15,81,0,7,5,66,15,55,30,10,68,57,40,22,8,33,33,23,0,62,28,29,19,23,59,0,66,20,32,19,53,23,47,23,8,13,23,19,38
2012/4/28,21,19,0,28,0,87,48,62,16,90,0,9,6,13,19,33,24,12,58,36,41,28,5,36,19,21,0,43,27,28,23,0,47,0,82,24,35,22,32,0,24,21,7,11,11,10,24
2012/4/29,21,19,60,32,74,92,46,36,13,84,0,4,6,67,37,75,28,10,62,46,62,51,9,43,34,34,0,43,35,56,46,18,38,99,81,28,32,23,0,18,39,34,6,10,37,7,82
2012/4/30,17,13,0,62,20,96,74,50,19,87,0,7,12,64,60,66,35,7,61,97,38,41,4,40,47,25,0,26,27,57,37,0,80,53,69,34,33,23,26,29,45,25,6,15,34,31,85
2012/5/1,16,24,0,71,19,85,44,35,14,80,0,10,11,42,44,45,38,5,68,85,21,31,6,28,49,16,0,42,20,74,36,14,74,26,81,37,32,21,25,21,57,16,10,10,25,26,58
2012/5/2,33,22,46,64,0,90,62,55,16,76,0,10,8,78,29,58,37,10,61,78,42,32,7,19,25,13,0,100,27,64,54,28,70,25,82,45,29,20,0,14,48,13,7,9,29,26,47
2012/5/3,17,22,48,59,0,89,54,36,21,78,0,13,8,86,30,54,31,11,69,78,39,29,6,35,38,11,0,69,14,51,28,15,72,0,77,41,28,20,78,29,100,11,6,11,21,35,40
2012/5/4,17,22,0,49,0,94,47,44,16,75,0,3,6,100,31,28,38,8,63,67,29,32,9,30,47,9,0,45,23,56,0,15,66,27,81,34,27,21,40,30,42,9,7,10,28,32,44
2012/5/5,21,18,0,30,25,85,50,18,14,87,0,4,10,61,0,67,25,6,63,34,42,30,4,29,23,21,0,65,32,32,23,28,47,33,77,26,30,22,98,18,22,21,5,11,16,16,23
2012/5/6,21,27,0,38,25,86,70,72,11,85,0,9,3,40,0,33,31,7,58,42,55,24,5,29,34,17,0,22,37,28,23,28,42,33,80,64,34,24,33,18,25,17,8,7,43,21,89
2012/5/7,33,21,0,67,0,95,77,49,16,81,0,6,5,58,15,45,39,8,69,74,16,35,5,31,56,24,0,50,23,90,18,22,62,26,69,61,33,21,51,22,48,24,7,12,50,26,84
2012/5/8,32,20,0,57,0,90,44,55,15,80,9,14,10,41,58,83,36,9,59,87,48,25,6,36,38,21,0,25,23,94,27,21,78,26,78,51,30,20,25,0,43,21,7,10,31,35,59
2012/5/9,33,22,0,46,0,93,54,41,8,81,9,13,9,52,29,58,38,12,61,67,27,26,7,31,43,16,0,34,23,68,18,21,72,0,81,41,28,18,25,14,43,16,5,11,30,29,48
2012/5/10,0,19,48,51,60,92,47,29,21,82,0,12,14,54,15,53,37,10,64,78,49,23,5,23,35,22,0,43,29,64,37,22,65,26,74,42,30,20,26,44,39,22,5,7,33,24,40
2012/5/11,35,25,0,39,0,90,45,7,10,83,0,6,11,28,16,63,31,7,58,54,23,26,8,36,34,9,0,73,19,54,20,23,73,28,72,59,30,19,68,23,46,9,6,6,38,21,41
2012/5/12,0,25,63,17,0,83,68,19,16,90,0,13,3,21,0,9,31,11,55,37,36,21,18,49,34,15,0,23,30,13,24,19,46,0,81,59,31,19,34,19,30,15,6,11,22,10,22
2012/5/13,22,33,0,26,79,93,80,19,11,82,0,6,6,28,20,9,24,17,60,34,36,21,7,54,32,15,0,0,41,13,25,39,42,35,76,31,32,19,69,39,22,15,5,11,42,14,90
2012/5/14,16,42,46,45,20,87,55,56,16,80,0,3,7,32,59,58,35,19,64,58,54,24,11,37,58,16,0,42,28,53,100,29,79,0,73,49,33,18,25,58,41,16,4,11,44,17,86
2012/5/15,16,100,46,42,0,91,33,35,15,85,0,13,7,52,44,51,37,17,65,64,75,25,4,45,44,32,0,25,22,59,18,14,78,26,74,54,31,18,38,43,40,32,5,8,30,22,59
2012/5/16,17,64,48,43,20,83,68,71,14,81,0,7,6,91,15,46,44,24,62,65,66,20,13,32,50,25,0,34,22,86,93,29,77,26,72,45,30,19,26,44,41,25,4,9,25,25,49
2012/5/17,17,49,0,39,0,90,51,36,17,81,0,6,7,43,15,94,37,32,61,68,28,26,5,29,41,17,0,17,24,67,56,30,77,0,70,36,30,18,52,15,39,17,5,13,25,23,41
2012/5/18,54,38,0,32,0,86,40,46,11,82,0,3,6,74,0,50,36,21,66,59,35,20,6,15,36,12,0,0,27,51,59,16,65,28,63,20,30,18,28,23,41,12,4,14,25,20,39
2012/5/19,0,36,0,16,27,88,55,28,9,93,0,4,0,57,0,43,24,16,61,14,36,16,3,46,32,7,0,46,31,21,24,20,53,35,67,16,31,23,0,0,23,7,4,13,11,11,22
2012/5/20,0,37,63,20,26,95,70,28,14,85,0,0,9,43,0,70,23,16,74,39,29,23,8,19,30,7,0,23,30,17,49,0,49,35,73,29,35,32,34,0,25,7,5,15,53,18,91
2012/5/21,0,23,47,52,39,86,48,28,11,83,0,3,11,58,30,33,37,12,60,63,22,25,8,31,42,25,0,85,25,47,55,15,84,0,74,34,29,22,0,44,43,25,4,14,34,17,80
2012/5/22,0,27,0,46,20,87,58,28,12,87,0,3,8,58,0,20,33,14,65,57,60,20,14,40,39,16,0,51,24,59,55,14,61,26,77,30,34,20,25,15,37,16,7,12,20,20,53
2012/5/23,100,28,0,54,20,87,57,35,9,81,0,10,9,58,30,72,38,18,62,66,22,21,6,40,56,16,0,34,37,38,46,29,78,53,64,39,32,21,51,0,39,16,6,13,22,13,49
2012/5/24,17,28,0,45,20,85,54,29,16,85,0,6,7,76,15,53,38,20,62,53,45,22,10,41,28,34,0,35,23,48,19,22,66,54,82,41,32,21,27,15,37,34,5,12,24,20,38
2012/5/25,0,30,0,24,21,80,68,61,15,83,0,6,0,29,16,50,35,30,65,49,42,21,13,22,47,12,0,37,14,41,0,32,78,28,73,27,32,22,28,16,27,12,6,13,28,20,36
2012/5/26,0,34,0,7,0,90,53,38,14,97,0,0,2,14,0,18,22,51,61,17,51,18,11,15,14,7,0,35,31,17,25,20,37,35,80,28,40,35,35,20,24,7,5,15,16,7,21
2012/5/27,0,35,0,23,0,92,54,49,18,89,0,4,2,37,21,37,27,36,55,19,23,21,9,32,51,15,0,0,26,22,26,0,30,37,74,34,44,44,36,41,18,15,5,18,38,7,79
2012/5/28,42,31,0,37,0,93,66,54,19,93,0,4,13,27,0,8,29,22,58,40,34,23,13,51,42,21,0,43,21,16,23,73,48,100,72,47,45,43,33,18,25,21,6,13,30,12,58
2012/5/29,17,40,0,47,0,85,60,36,19,89,0,4,3,43,15,40,31,29,65,48,38,30,16,43,65,22,0,69,27,57,28,0,96,0,70,66,40,31,26,29,42,22,8,13,55,13,74
2012/5/30,17,27,0,45,20,81,51,35,15,81,9,7,7,58,45,59,40,25,56,60,54,48,8,31,39,8,0,26,34,44,27,36,73,0,75,43,43,27,26,51,38,8,6,12,35,23,55
2012/5/31,0,28,0,46,20,82,52,43,17,84,0,3,5,43,15,100,36,31,60,53,39,32,14,38,37,8,0,35,22,54,18,29,86,26,67,44,44,22,26,22,37,8,5,12,30,22,46
2012/6/1,35,24,0,35,20,84,54,51,9,83,0,7,4,44,31,61,39,25,59,51,34,22,3,39,31,11,0,36,17,49,19,23,59,27,75,29,76,21,40,15,30,11,18,16,24,37,46
2012/6/2,0,31,0,17,0,81,40,82,10,96,0,4,3,55,57,59,32,17,62,23,28,22,7,52,35,14,0,22,37,20,47,38,48,34,78,37,100,26,33,19,17,14,16,15,19,18,27
2012/6/3,0,30,0,24,0,91,70,74,12,90,0,11,3,42,20,17,27,25,55,33,50,21,11,49,39,7,0,56,25,25,36,19,36,34,77,31,88,23,0,28,34,7,7,23,45,11,89
2012/6/4,50,23,0,36,20,84,51,78,13,85,0,3,3,37,45,39,41,20,59,52,22,32,6,57,42,8,0,60,24,44,18,29,93,0,75,38,60,22,26,15,40,8,7,17,42,21,81
2012/6/5,17,25,0,46,39,84,34,57,11,82,0,3,6,53,15,33,35,25,52,60,49,22,6,100,36,16,0,34,23,31,27,29,79,0,73,43,45,19,26,14,24,16,6,14,31,20,59
2012/6/6,17,23,0,41,0,80,52,50,14,84,0,6,1,27,45,67,32,16,53,35,17,22,11,55,18,8,0,17,22,26,37,22,65,53,66,49,43,19,26,15,24,8,6,13,33,18,48
2012/6/7,35,20,49,39,0,81,59,59,17,84,0,10,2,44,0,48,37,18,61,33,34,59,10,51,38,9,0,27,26,39,19,30,74,0,73,46,41,22,0,30,28,9,7,11,29,28,43
2012/6/8,0,22,0,22,0,77,54,38,14,82,0,3,6,46,16,28,35,12,58,42,35,47,2,56,32,6,0,37,21,44,30,16,65,57,67,40,44,22,0,39,25,6,7,7,21,15,37
2012/6/9,0,30,62,14,26,79,58,84,12,100,0,4,3,35,20,17,32,37,66,15,43,21,8,57,36,22,0,34,37,41,24,19,54,35,67,47,55,18,0,29,18,22,4,10,9,10,23
2012/6/10,44,27,0,25,26,86,34,28,16,90,0,8,2,28,20,87,37,55,60,24,22,27,14,76,28,14,0,34,36,8,0,19,31,35,79,50,51,21,0,19,22,14,4,12,33,15,92
2012/6/11,17,21,0,34,30,79,56,50,17,85,9,12,7,22,0,54,40,51,54,39,22,26,12,73,40,8,0,26,42,48,0,15,94,27,75,60,39,24,53,45,23,8,4,14,48,29,81
2012/6/12,17,25,0,36,0,76,27,91,16,85,0,4,5,26,15,59,38,33,54,30,22,31,3,60,36,11,0,51,41,19,36,29,75,52,77,36,35,22,51,58,31,11,4,15,37,13,59
2012/6/13,0,23,49,25,0,77,41,14,18,80,9,4,14,54,30,67,35,35,54,35,39,28,7,35,34,6,0,17,28,32,37,22,85,81,69,36,33,18,0,74,24,6,4,17,33,19,48
2012/6/14,17,17,49,29,41,79,53,37,22,81,0,7,17,33,0,34,30,25,52,29,11,100,4,62,41,14,0,35,34,36,0,15,74,27,62,28,31,24,0,38,30,14,4,13,26,15,40
2012/6/15,18,21,51,16,0,74,51,77,21,85,0,9,11,29,48,50,31,24,73,22,42,62,3,44,42,9,0,37,42,7,0,16,66,28,65,46,33,23,28,63,21,9,4,16,36,23,41
2012/6/16,0,22,0,17,0,84,60,66,17,92,0,4,2,14,0,35,25,21,51,28,29,39,10,80,18,15,0,46,33,42,0,19,41,87,74,25,43,22,0,19,17,15,4,23,15,15,23
2012/6/17,22,24,0,20,26,89,55,47,16,88,0,10,8,50,0,26,27,36,48,28,15,31,4,54,38,15,0,45,35,17,0,19,21,35,65,45,41,21,0,19,14,15,4,27,47,12,82
2012/6/18,17,21,49,30,30,78,60,51,19,84,0,3,1,44,15,54,30,31,52,24,17,27,8,53,54,11,0,35,39,19,18,30,80,27,57,41,31,20,27,30,20,11,4,36,42,14,84
2012/6/19,17,19,0,40,20,79,50,43,17,90,0,7,6,43,0,60,33,39,52,38,50,26,14,47,34,6,0,0,39,19,19,59,76,27,57,34,32,21,26,96,21,6,4,43,41,25,58
2012/6/20,17,21,0,22,20,79,54,65,16,92,0,4,1,38,15,14,92,24,59,29,56,25,41,32,46,0,0,17,23,29,19,15,73,27,62,35,30,20,26,67,31,0,3,29,29,15,48
2012/6/21,17,19,0,36,0,82,71,37,20,89,0,8,2,28,0,14,100,17,58,32,17,23,36,27,39,9,0,18,41,20,19,23,94,82,65,58,31,24,27,30,27,9,3,16,28,14,44
2012/6/22,54,21,0,32,32,74,66,23,20,87,0,0,2,28,16,49,61,20,55,19,12,29,28,52,45,17,0,36,43,10,39,39,70,28,66,12,30,27,27,62,18,17,3,16,27,15,38
2012/6/23,0,25,0,29,26,87,69,83,22,98,0,4,6,14,0,9,45,37,58,24,36,20,8,56,37,14,0,45,95,16,0,38,40,0,67,49,38,38,34,67,17,14,4,19,15,11,24
2012/6/24,22,19,62,18,0,85,75,47,35,93,23,4,5,21,0,26,43,54,50,28,14,22,8,30,52,15,0,23,82,17,0,29,38,35,76,50,37,83,34,29,14,15,8,18,49,10,92
2012/6/25,0,21,0,25,20,78,59,29,34,89,0,9,8,38,0,40,55,47,50,32,44,22,18,52,44,6,0,26,49,19,37,22,91,53,85,88,31,85,26,44,19,6,12,12,49,17,81
2012/6/26,17,18,0,29,0,75,100,28,29,89,0,3,5,32,30,13,56,46,56,39,44,24,22,61,50,14,0,0,39,19,0,29,88,53,69,74,28,61,26,59,28,14,6,14,33,14,56
2012/6/27,0,16,0,33,20,74,69,22,27,83,0,4,1,22,0,20,51,100,55,24,34,24,23,50,53,11,80,18,100,29,0,45,90,27,68,49,30,34,0,45,34,11,4,12,28,22,51
2012/6/28,35,20,0,23,0,80,46,66,38,90,0,3,6,22,31,48,46,77,54,35,11,21,31,30,81,6,0,0,77,13,19,30,63,27,56,29,28,24,27,15,23,6,3,10,33,18,42
2012/6/29,36,19,0,25,21,79,69,8,31,86,0,9,2,23,16,14,38,58,57,27,41,27,70,33,100,9,0,27,58,20,19,31,60,0,66,32,28,24,27,39,18,9,5,22,29,22,41
2012/6/30,0,20,0,21,26,86,81,55,27,93,0,4,3,41,0,17,29,39,55,35,85,21,69,63,78,0,0,22,41,25,0,0,57,68,70,54,33,77,50,19,13,0,13,17,17,17,24
2012/7/1,0,24,0,21,0,85,77,47,25,96,0,6,5,14,39,52,31,51,49,41,22,40,50,45,84,7,0,0,47,21,0,19,43,35,65,44,34,62,0,58,17,7,10,14,49,15,92
2012/7/2,0,21,0,37,41,81,57,37,33,89,0,9,4,11,0,34,35,34,53,38,56,35,46,36,45,8,0,18,58,26,0,15,100,0,63,45,26,47,40,15,21,8,6,11,57,22,90
2012/7/3,35,23,0,36,20,81,41,37,28,83,0,3,1,44,15,34,33,38,53,40,28,27,48,29,39,6,0,35,41,26,19,23,78,0,60,28,27,35,27,22,18,6,5,16,31,17,55
2012/7/4,0,22,0,27,25,92,78,45,25,94,0,7,6,27,0,25,29,42,51,42,41,21,54,58,67,7,0,22,49,16,23,0,39,0,72,29,29,28,0,56,20,7,5,18,25,14,33
2012/7/5,19,17,0,37,0,84,58,40,46,89,0,13,4,18,17,29,29,27,51,39,49,25,65,29,66,9,0,29,37,21,0,33,72,29,64,41,28,29,29,32,21,9,4,13,32,19,54
2012/7/6,71,22,0,24,32,82,48,45,51,85,0,6,6,51,16,35,34,24,55,54,64,19,70,46,56,15,0,18,27,13,19,31,75,28,64,37,30,28,55,15,19,15,4,10,24,42,54
2012/7/7,21,22,60,24,25,92,50,36,40,94,0,4,0,20,0,8,33,33,48,56,28,27,98,69,84,21,0,0,44,16,0,18,48,66,75,31,31,25,32,37,22,21,4,16,21,21,29
2012/7/8,42,22,0,22,0,89,56,18,38,91,0,7,4,27,0,17,30,20,62,46,28,21,100,66,79,14,0,22,26,40,0,28,41,0,78,56,32,29,66,37,21,14,6,16,51,24,99
2012/7/9,0,17,47,33,0,80,66,28,34,88,0,6,5,27,45,26,35,28,53,31,49,22,32,26,62,16,0,0,29,28,37,29,88,26,61,40,26,26,26,29,20,16,4,14,60,20,89
2012/7/10,17,16,47,36,0,80,59,57,36,84,0,9,6,16,0,13,34,34,54,42,22,18,34,31,47,11,0,17,51,22,0,43,68,52,63,50,24,24,52,36,29,11,3,18,35,18,59
2012/7/11,0,17,0,54,0,79,61,58,38,86,0,7,6,32,15,27,43,33,53,56,39,20,25,55,44,8,0,0,30,32,19,0,75,27,68,40,26,22,26,44,21,8,3,12,41,26,52
2012/7/12,17,20,48,36,20,79,51,65,47,89,0,3,5,27,30,33,46,38,54,40,39,19,21,50,32,6,0,52,28,35,0,15,82,27,76,61,26,22,0,15,22,6,3,12,33,20,50
2012/7/13,0,18,50,19,21,74,52,22,65,85,0,3,2,0,0,7,44,19,53,32,23,32,9,45,44,14,0,0,28,20,19,46,78,28,84,62,28,22,27,38,24,14,2,9,26,14,39
2012/7/14,0,21,0,16,25,85,56,45,50,96,0,4,1,54,0,0,41,26,58,27,28,24,19,58,44,7,0,0,38,16,23,19,59,33,84,60,31,26,65,65,17,7,4,19,25,19,26
2012/7/15,21,22,0,30,0,89,67,27,44,90,0,4,6,27,0,25,41,26,50,27,56,20,12,66,35,14,0,22,37,44,0,19,30,33,84,91,28,23,0,46,16,14,4,16,47,14,96
2012/7/16,17,16,0,28,20,80,51,86,67,86,0,3,2,16,15,20,46,27,58,38,22,23,26,55,55,0,0,52,36,9,18,29,94,0,73,76,26,23,0,44,18,0,4,14,44,26,83
2012/7/17,17,20,0,34,0,83,59,21,100,92,0,4,5,21,44,32,39,18,51,33,38,19,24,40,63,8,0,17,23,16,18,29,84,26,66,50,25,19,25,65,21,8,2,8,23,18,59
2012/7/18,0,18,0,42,39,83,55,28,85,87,0,6,6,26,0,26,40,13,47,35,38,34,36,54,37,19,0,17,25,16,0,22,79,26,75,44,27,27,25,43,35,19,6,13,28,22,49
2012/7/19,0,17,0,29,0,74,56,50,85,84,0,3,0,27,0,13,37,17,52,40,22,29,24,35,32,25,0,26,32,13,18,15,65,26,72,71,27,27,26,74,28,25,4,12,33,22,44
2012/7/20,0,19,0,28,0,73,62,44,67,84,0,6,4,22,15,21,40,11,56,34,23,19,14,60,36,20,0,18,16,16,0,15,67,27,73,53,24,24,27,76,46,20,3,16,27,12,38
2012/7/21,0,18,0,29,50,85,49,46,56,91,0,0,1,27,0,8,30,17,53,37,21,14,18,48,43,7,0,22,32,28,23,19,43,34,72,33,28,20,99,47,39,7,4,17,13,20,24
2012/7/22,0,23,0,25,25,86,62,46,49,94,0,7,3,14,0,59,30,16,45,40,28,21,21,89,43,14,0,22,31,24,0,19,42,68,71,55,27,24,33,85,36,14,4,21,53,22,95
2012/7/23,0,17,0,42,0,79,61,35,50,89,0,3,5,11,0,20,38,17,51,33,44,18,14,46,47,16,0,17,33,25,18,15,91,26,59,36,26,24,51,51,27,16,3,33,52,22,83
2012/7/24,33,17,46,33,19,89,60,63,47,90,0,3,3,58,0,32,38,17,57,40,38,25,15,43,42,16,0,34,20,19,72,15,70,0,58,48,27,22,51,87,26,16,4,38,36,20,61
2012/7/25,17,17,0,38,20,78,54,64,47,88,0,7,5,43,30,46,31,7,50,54,33,19,18,32,26,11,0,34,15,22,18,29,83,0,58,34,35,20,26,29,28,11,2,27,36,19,50
2012/7/26,17,22,0,31,20,75,54,21,71,87,0,3,6,38,45,13,29,20,54,46,66,26,9,46,55,14,0,35,29,16,19,15,76,0,67,66,40,28,26,37,17,14,13,20,26,21,45
2012/7/27,0,18,0,27,20,73,54,44,53,87,0,9,4,22,0,14,31,12,53,33,63,25,13,36,36,31,0,18,31,13,0,0,67,27,64,43,35,31,0,38,20,31,12,13,31,15,39
